,age,job,marital,education,default,balance,housing,loan,contact,campaign,y,season,day_binned
382,40,management,married,secondary,no,8486,no,no,unknown,3,0,spring,1
383,43,admin.,married,unknown,no,350,no,no,unknown,1,0,spring,1
384,38,blue-collar,married,secondary,no,20,yes,no,unknown,1,0,spring,1
385,58,services,married,secondary,no,1667,yes,yes,unknown,1,0,spring,1
386,57,technician,married,unknown,no,345,yes,no,unknown,1,0,spring,1
387,32,unemployed,married,secondary,no,10,yes,no,unknown,4,0,spring,1
388,56,management,married,tertiary,no,830,yes,yes,unknown,1,1,spring,1
389,58,blue-collar,divorced,unknown,no,29,yes,no,unknown,1,0,spring,1
390,60,retired,divorced,secondary,no,545,yes,no,unknown,1,1,spring,1
391,37,technician,married,tertiary,no,8730,yes,no,unknown,1,0,spring,1
392,46,technician,divorced,tertiary,no,477,yes,no,unknown,1,0,spring,1
393,27,admin.,married,secondary,no,4,yes,no,unknown,1,0,spring,1
394,43,blue-collar,married,secondary,no,1205,yes,no,unknown,2,0,spring,1
395,32,technician,single,secondary,no,0,yes,yes,unknown,3,0,spring,1
396,40,admin.,single,secondary,no,263,yes,no,unknown,1,0,spring,1
397,38,admin.,married,secondary,no,1,no,no,unknown,1,0,spring,1
398,34,blue-collar,married,secondary,no,283,no,yes,unknown,1,0,spring,1
399,47,blue-collar,married,primary,no,206,yes,no,unknown,1,0,spring,1
400,42,housemaid,married,primary,no,17,yes,no,unknown,1,0,spring,1
401,48,technician,married,secondary,no,141,yes,yes,unknown,1,0,spring,1
402,29,self-employed,single,tertiary,no,16,yes,no,unknown,1,0,spring,1
403,50,services,married,secondary,no,206,yes,no,unknown,1,0,spring,1
404,52,technician,married,unknown,no,7,no,no,unknown,2,0,spring,1
405,50,management,married,tertiary,no,0,no,no,unknown,1,0,spring,1
406,58,retired,married,tertiary,no,0,no,no,unknown,1,0,spring,1
407,46,blue-collar,divorced,primary,no,1927,yes,no,unknown,3,0,spring,1
408,38,technician,married,secondary,no,284,yes,no,unknown,1,0,spring,1
409,46,blue-collar,married,secondary,no,1660,yes,no,unknown,1,0,spring,1
410,32,services,single,secondary,no,406,yes,no,unknown,1,0,spring,1
411,51,blue-collar,married,primary,no,230,yes,no,unknown,1,0,spring,1
412,39,admin.,single,secondary,no,-25,yes,no,unknown,1,0,spring,1
413,48,admin.,married,secondary,no,182,yes,no,unknown,2,0,spring,1
414,36,entrepreneur,married,tertiary,no,1169,yes,no,unknown,2,0,spring,1
415,34,admin.,divorced,secondary,no,67,yes,no,unknown,1,0,spring,1
416,40,technician,married,secondary,no,77,no,no,unknown,1,0,spring,1
417,43,unemployed,married,secondary,no,0,yes,no,unknown,1,0,spring,1
418,52,blue-collar,divorced,primary,no,55,yes,yes,unknown,1,0,spring,1
419,33,technician,married,secondary,yes,72,yes,no,unknown,1,0,spring,1
420,49,management,single,tertiary,no,163,yes,no,unknown,3,0,spring,1
421,32,management,single,tertiary,no,151,yes,no,unknown,1,0,spring,1
422,39,admin.,single,secondary,no,113,yes,no,unknown,1,0,spring,1
423,40,blue-collar,married,secondary,no,0,yes,no,unknown,1,0,spring,1
424,38,technician,single,tertiary,no,9,yes,no,unknown,3,0,spring,1
425,43,management,married,secondary,no,375,yes,no,unknown,2,0,spring,1
426,39,services,married,secondary,no,1142,yes,no,unknown,1,0,spring,1
427,54,blue-collar,married,primary,no,2102,yes,no,unknown,1,0,spring,1
428,38,technician,single,tertiary,no,4325,yes,no,unknown,1,0,spring,1
429,40,blue-collar,married,secondary,no,217,yes,no,unknown,1,0,spring,1
430,55,admin.,married,secondary,no,131,yes,no,unknown,1,0,spring,1
431,42,management,married,tertiary,no,1680,yes,no,unknown,1,0,spring,1
432,39,blue-collar,married,secondary,no,0,yes,no,unknown,1,0,spring,1
433,40,blue-collar,married,primary,no,46,yes,no,unknown,1,0,spring,1
434,32,blue-collar,married,secondary,no,320,yes,no,unknown,2,0,spring,1
435,55,admin.,married,secondary,no,183,yes,no,unknown,1,0,spring,1
436,45,blue-collar,married,secondary,no,39,no,no,unknown,1,0,spring,1
437,35,management,single,tertiary,no,560,yes,no,unknown,1,0,spring,1
438,58,technician,divorced,secondary,no,469,no,no,unknown,1,0,spring,1
439,35,admin.,married,secondary,no,530,yes,no,unknown,1,0,spring,1
440,49,services,married,primary,no,61,yes,no,unknown,1,0,spring,1
441,34,technician,single,tertiary,no,242,yes,no,unknown,1,0,spring,1
442,36,blue-collar,married,secondary,no,139,yes,no,unknown,2,0,spring,1
443,24,self-employed,single,secondary,no,0,yes,no,unknown,1,0,spring,1
444,34,technician,married,secondary,no,367,yes,no,unknown,1,0,spring,1
445,51,admin.,divorced,secondary,no,228,yes,no,unknown,1,0,spring,1
446,39,technician,single,unknown,no,45248,yes,no,unknown,1,1,spring,1
447,50,self-employed,married,unknown,no,-84,yes,no,unknown,1,0,spring,1
448,32,services,single,secondary,no,310,yes,no,unknown,1,0,spring,1
449,42,blue-collar,married,unknown,no,132,yes,no,unknown,1,0,spring,1
450,50,technician,married,secondary,no,797,yes,no,unknown,1,0,spring,1
451,40,services,married,secondary,no,71,no,no,unknown,1,0,spring,1
452,46,management,divorced,unknown,no,2,yes,no,unknown,1,0,spring,1
453,37,management,married,tertiary,no,231,yes,yes,unknown,2,0,spring,1
454,34,blue-collar,married,secondary,no,270,yes,yes,unknown,1,0,spring,1
455,44,blue-collar,married,secondary,no,274,yes,yes,unknown,1,0,spring,1
456,40,admin.,single,secondary,no,-109,yes,yes,unknown,1,0,spring,1
457,37,technician,married,secondary,no,1,yes,no,unknown,1,1,spring,1
458,33,blue-collar,single,secondary,yes,-60,no,no,unknown,1,0,spring,1
459,35,blue-collar,married,secondary,no,89,yes,no,unknown,2,0,spring,1
460,58,blue-collar,divorced,secondary,no,-11,no,no,unknown,1,0,spring,1
461,39,blue-collar,married,primary,no,0,yes,no,unknown,2,0,spring,1
462,43,blue-collar,married,secondary,no,-509,yes,no,unknown,1,0,spring,1
463,39,unemployed,married,primary,no,408,yes,no,unknown,1,0,spring,1
464,36,services,single,primary,no,58,yes,no,unknown,1,0,spring,1
465,57,retired,single,secondary,no,1640,no,yes,unknown,4,0,spring,1
466,36,admin.,single,secondary,no,20,yes,no,unknown,1,0,spring,1
467,50,blue-collar,married,primary,no,71,yes,no,unknown,1,0,spring,1
468,55,blue-collar,married,secondary,no,52,yes,no,unknown,1,0,spring,1
469,44,self-employed,married,tertiary,no,292,yes,no,unknown,1,0,spring,1
470,44,services,divorced,secondary,no,424,yes,no,unknown,1,0,spring,1
471,39,housemaid,single,primary,no,109,yes,no,unknown,3,0,spring,1
472,46,blue-collar,married,unknown,no,1044,yes,no,unknown,1,0,spring,1
473,39,blue-collar,married,secondary,no,983,yes,no,unknown,1,0,spring,1
474,34,admin.,married,secondary,no,869,no,no,unknown,1,1,spring,1
475,40,blue-collar,married,primary,no,668,yes,no,unknown,2,0,spring,1
476,50,management,married,tertiary,no,964,yes,no,unknown,1,0,spring,1
477,31,management,single,secondary,no,301,yes,no,unknown,1,0,spring,1
478,37,admin.,single,secondary,no,140,yes,no,unknown,1,0,spring,1
479,39,management,single,secondary,no,1877,yes,no,unknown,1,0,spring,1
480,51,blue-collar,married,primary,no,1127,yes,no,unknown,1,0,spring,1
481,41,technician,married,secondary,no,871,yes,no,unknown,1,0,spring,1
482,41,technician,married,secondary,no,767,yes,yes,unknown,1,0,spring,1
483,43,blue-collar,married,secondary,no,0,no,no,unknown,1,0,spring,1
484,30,services,single,secondary,no,209,yes,no,unknown,2,0,spring,1
485,54,management,divorced,primary,no,0,no,no,unknown,1,0,spring,1
486,43,blue-collar,divorced,secondary,no,110,yes,yes,unknown,1,0,spring,1
487,59,management,divorced,tertiary,no,-76,yes,yes,unknown,1,0,spring,1
488,47,technician,married,unknown,no,178,yes,no,unknown,1,0,spring,1
489,40,blue-collar,married,primary,no,-66,yes,no,unknown,1,0,spring,1
490,32,technician,married,secondary,no,0,yes,no,unknown,2,0,spring,1
491,29,blue-collar,married,secondary,no,1,yes,no,unknown,1,0,spring,1
492,36,blue-collar,married,secondary,no,0,yes,no,unknown,1,0,spring,1
493,55,unemployed,married,tertiary,no,5345,no,no,unknown,1,0,spring,1
494,30,blue-collar,divorced,secondary,no,-209,yes,no,unknown,2,0,spring,1
495,39,admin.,single,secondary,no,0,yes,no,unknown,2,0,spring,1
496,39,blue-collar,divorced,secondary,no,42,yes,no,unknown,2,0,spring,1
497,50,blue-collar,divorced,secondary,no,41,yes,no,unknown,1,0,spring,1
498,44,blue-collar,married,secondary,no,-99,yes,no,unknown,2,0,spring,1
499,37,technician,single,secondary,no,17,yes,no,unknown,1,0,spring,1
500,46,admin.,married,primary,no,276,yes,yes,unknown,2,0,spring,1
501,32,technician,single,unknown,no,-170,no,no,unknown,1,0,spring,1
502,37,management,single,tertiary,no,230,yes,yes,unknown,1,0,spring,1
503,29,blue-collar,married,secondary,no,9,yes,no,unknown,1,0,spring,1
504,41,blue-collar,married,secondary,no,946,yes,no,unknown,1,0,spring,1
505,45,blue-collar,married,primary,no,1297,yes,no,unknown,2,0,spring,1
506,57,retired,divorced,secondary,no,-331,yes,no,unknown,1,0,spring,1
507,48,blue-collar,single,secondary,no,44,yes,no,unknown,1,0,spring,1
508,60,retired,married,secondary,yes,15,no,no,unknown,1,0,spring,1
509,26,admin.,single,secondary,no,712,yes,no,unknown,1,0,spring,1
510,58,retired,married,secondary,no,5435,yes,no,unknown,1,0,spring,1
511,34,admin.,married,secondary,no,507,yes,no,unknown,1,0,spring,1
512,55,unemployed,divorced,secondary,no,387,yes,no,unknown,1,1,spring,1
513,41,blue-collar,married,primary,no,0,yes,yes,unknown,1,0,spring,1
514,50,management,divorced,secondary,no,1716,yes,no,unknown,1,0,spring,1
515,49,entrepreneur,married,secondary,no,167,yes,yes,unknown,3,0,spring,1
516,44,admin.,married,unknown,no,40,no,yes,unknown,2,0,spring,1
517,44,blue-collar,married,primary,no,148,yes,no,unknown,1,0,spring,1
518,31,technician,married,secondary,no,17,yes,yes,unknown,1,0,spring,1
519,34,blue-collar,single,tertiary,no,1011,yes,no,unknown,1,0,spring,1
520,46,management,single,unknown,no,1527,yes,no,unknown,1,0,spring,1
521,42,management,married,tertiary,no,744,no,no,unknown,1,0,spring,1
522,52,admin.,married,secondary,no,484,yes,no,unknown,1,0,spring,1
523,29,management,single,tertiary,no,0,yes,no,unknown,1,0,spring,1
524,53,retired,married,primary,no,136,yes,no,unknown,2,0,spring,1
525,43,blue-collar,married,secondary,no,1335,yes,no,unknown,2,0,spring,1
526,38,management,married,secondary,no,517,yes,no,unknown,2,0,spring,1
527,46,management,married,tertiary,no,459,yes,no,unknown,1,0,spring,1
528,48,management,divorced,unknown,no,549,yes,no,unknown,1,0,spring,1
529,30,admin.,divorced,secondary,no,83,yes,yes,unknown,1,0,spring,1
530,44,blue-collar,married,primary,no,213,no,no,unknown,1,0,spring,1
531,31,housemaid,married,primary,no,203,yes,no,unknown,3,0,spring,1
532,42,services,single,secondary,no,518,yes,no,unknown,1,0,spring,1
533,40,management,single,tertiary,no,3877,yes,no,unknown,1,0,spring,1
534,52,admin.,married,secondary,no,1236,yes,no,unknown,1,0,spring,1
535,45,blue-collar,divorced,secondary,no,756,yes,no,unknown,2,0,spring,1
536,48,blue-collar,married,secondary,no,157,yes,no,unknown,1,0,spring,1
537,45,blue-collar,married,primary,no,-66,yes,no,unknown,2,0,spring,1
538,34,blue-collar,married,unknown,no,245,yes,no,unknown,1,0,spring,1
539,34,blue-collar,married,primary,no,-144,yes,no,unknown,2,0,spring,1
540,46,blue-collar,married,secondary,no,71,yes,no,unknown,1,0,spring,1
541,49,services,divorced,secondary,no,505,yes,no,unknown,1,0,spring,1
542,50,technician,married,primary,no,249,yes,no,unknown,1,0,spring,1
543,34,admin.,single,secondary,no,0,yes,no,unknown,1,0,spring,1
544,40,unemployed,single,secondary,no,11,yes,no,unknown,1,0,spring,1
545,36,admin.,married,secondary,no,639,yes,no,unknown,1,0,spring,1
546,59,blue-collar,divorced,unknown,no,124,yes,no,unknown,1,0,spring,1
547,45,blue-collar,married,secondary,no,82,yes,no,unknown,1,0,spring,1
548,36,self-employed,married,tertiary,no,107,yes,no,unknown,1,0,spring,1
549,56,services,married,secondary,no,473,yes,no,unknown,1,0,spring,1
550,42,services,divorced,secondary,no,372,yes,yes,unknown,2,0,spring,1
551,30,admin.,married,secondary,no,46,yes,no,unknown,2,0,spring,1
552,30,student,single,tertiary,no,34,yes,no,unknown,1,0,spring,1
553,47,self-employed,married,unknown,no,935,yes,no,unknown,1,0,spring,1
554,33,blue-collar,married,secondary,no,-10,yes,no,unknown,1,0,spring,1
555,36,admin.,married,secondary,no,-106,yes,no,unknown,2,0,spring,1
556,39,services,divorced,primary,no,471,yes,no,unknown,2,0,spring,1
557,56,admin.,divorced,secondary,no,778,yes,no,unknown,2,0,spring,1
558,39,blue-collar,divorced,unknown,no,170,yes,no,unknown,2,0,spring,1
559,42,technician,married,secondary,no,315,yes,no,unknown,2,0,spring,1
560,52,blue-collar,married,secondary,no,3165,no,no,unknown,1,0,spring,1
561,36,admin.,divorced,secondary,no,131,yes,no,unknown,1,0,spring,1
562,35,entrepreneur,married,secondary,yes,204,yes,no,unknown,2,0,spring,1
563,47,technician,married,secondary,no,83,yes,no,unknown,2,0,spring,1
564,59,services,divorced,secondary,no,0,yes,yes,unknown,1,0,spring,1
565,57,blue-collar,married,primary,no,5431,yes,yes,unknown,1,0,spring,1
566,38,management,married,unknown,no,1759,yes,no,unknown,1,0,spring,1
567,46,unemployed,married,secondary,no,-125,yes,no,unknown,1,0,spring,1
568,34,blue-collar,married,secondary,no,0,no,no,unknown,1,0,spring,1
569,28,services,single,secondary,no,5090,yes,no,unknown,3,1,spring,1
570,38,technician,married,unknown,no,573,yes,no,unknown,1,0,spring,1
571,56,blue-collar,married,secondary,no,1602,yes,no,unknown,1,0,spring,1
572,41,blue-collar,single,primary,yes,-137,yes,yes,unknown,1,0,spring,1
573,52,technician,married,unknown,no,0,no,no,unknown,1,0,spring,1
574,54,services,married,secondary,no,193,no,no,unknown,1,0,spring,1
575,61,retired,married,secondary,no,195,yes,yes,unknown,1,0,spring,1
576,53,entrepreneur,married,secondary,no,288,no,no,unknown,1,0,spring,1
577,47,technician,married,secondary,no,19,yes,no,unknown,2,0,spring,1
578,53,blue-collar,married,primary,no,25,yes,no,unknown,3,0,spring,1
579,46,services,married,secondary,no,216,yes,no,unknown,2,0,spring,1
580,39,blue-collar,divorced,primary,no,190,yes,yes,unknown,2,0,spring,1
581,56,technician,divorced,secondary,no,99,yes,no,unknown,2,0,spring,1
582,55,services,divorced,primary,no,2298,yes,no,unknown,2,0,spring,1
583,44,management,married,tertiary,no,17,yes,no,unknown,2,0,spring,1
584,37,technician,married,primary,no,0,yes,no,unknown,4,0,spring,1
585,35,blue-collar,married,primary,no,0,yes,no,unknown,2,0,spring,1
586,55,blue-collar,married,secondary,no,840,yes,no,unknown,2,0,spring,1
587,37,services,married,secondary,no,358,yes,no,unknown,3,0,spring,1
588,30,technician,single,secondary,no,0,yes,no,unknown,1,0,spring,1
589,37,blue-collar,married,primary,no,-325,yes,yes,unknown,2,0,spring,1
590,36,technician,single,secondary,no,-15,yes,no,unknown,3,0,spring,1
591,38,technician,married,secondary,no,581,yes,no,unknown,1,0,spring,1
592,41,admin.,divorced,primary,no,4070,yes,no,unknown,2,0,spring,1
593,48,retired,married,secondary,no,74,no,yes,unknown,1,0,spring,1
594,55,services,divorced,secondary,no,141,yes,no,unknown,2,0,spring,1
595,28,services,divorced,secondary,no,89,no,no,unknown,2,0,spring,1
596,54,services,married,secondary,yes,0,yes,no,unknown,3,0,spring,1
597,30,blue-collar,married,secondary,no,450,no,no,unknown,2,0,spring,1
598,48,technician,married,tertiary,no,310,no,no,unknown,1,0,spring,1
599,31,self-employed,married,secondary,no,0,yes,no,unknown,5,0,spring,1
600,38,blue-collar,married,secondary,no,384,yes,no,unknown,3,0,spring,1
601,37,blue-collar,married,secondary,no,395,yes,no,unknown,2,0,spring,1
602,37,services,single,unknown,no,-118,yes,no,unknown,2,0,spring,1
603,56,blue-collar,married,primary,no,5,yes,yes,unknown,2,0,spring,1
604,51,blue-collar,married,secondary,no,50,yes,yes,unknown,1,0,spring,1
605,39,blue-collar,married,secondary,no,285,yes,yes,unknown,1,0,spring,1
606,49,technician,married,unknown,no,15,no,no,unknown,2,0,spring,1
607,51,blue-collar,married,primary,no,653,yes,yes,unknown,1,0,spring,1
608,43,self-employed,married,secondary,no,918,yes,no,unknown,1,0,spring,1
609,32,services,married,secondary,no,243,yes,yes,unknown,1,0,spring,1
610,29,technician,single,tertiary,no,405,yes,no,unknown,1,0,spring,1
611,48,management,divorced,tertiary,no,1328,yes,no,unknown,1,0,spring,1
612,55,services,married,primary,no,255,yes,no,unknown,1,0,spring,1
613,53,blue-collar,married,secondary,no,3397,yes,no,unknown,1,0,spring,1
614,47,technician,married,unknown,no,2106,yes,no,unknown,1,0,spring,1
615,39,management,married,tertiary,no,2877,yes,no,unknown,1,0,spring,1
616,31,blue-collar,single,tertiary,no,60,yes,yes,unknown,1,0,spring,1
617,39,blue-collar,married,primary,no,2226,yes,no,unknown,1,0,spring,1
618,40,blue-collar,married,primary,no,2880,yes,no,unknown,2,0,spring,1
619,40,technician,single,unknown,no,-5,yes,no,unknown,2,0,spring,1
620,48,technician,married,secondary,no,147,no,no,unknown,3,0,spring,1
621,33,technician,divorced,secondary,no,7,yes,yes,unknown,1,0,spring,1
622,40,technician,married,secondary,no,109,yes,no,unknown,2,0,spring,1
623,59,retired,married,primary,no,-119,yes,no,unknown,1,0,spring,1
624,30,technician,married,secondary,no,484,yes,no,unknown,1,1,spring,1
625,31,management,single,tertiary,no,1852,yes,no,unknown,3,0,spring,1
626,35,unemployed,married,secondary,no,533,yes,no,unknown,1,0,spring,1
627,54,technician,divorced,secondary,no,21,yes,no,unknown,2,0,spring,1
628,34,admin.,single,unknown,no,2434,yes,no,unknown,4,0,spring,1
629,32,technician,married,secondary,no,90,yes,yes,unknown,2,0,spring,1
630,56,admin.,divorced,unknown,no,4246,yes,no,unknown,2,0,spring,1
631,32,admin.,single,tertiary,no,395,yes,no,unknown,3,0,spring,1
632,42,blue-collar,married,primary,no,15,yes,no,unknown,1,0,spring,1
633,33,services,married,tertiary,no,85,no,no,unknown,3,0,spring,1
634,52,entrepreneur,married,tertiary,no,-184,yes,yes,unknown,2,0,spring,1
635,52,services,married,secondary,no,660,no,no,unknown,2,0,spring,1
636,52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,1,0,spring,1
637,30,unemployed,divorced,secondary,no,1144,yes,no,unknown,1,0,spring,1
638,44,services,divorced,secondary,no,1,yes,no,unknown,4,0,spring,1
639,35,admin.,married,secondary,no,69,yes,yes,unknown,2,0,spring,1
640,55,management,single,secondary,no,220,yes,no,unknown,2,0,spring,1
641,33,blue-collar,married,primary,no,332,yes,no,unknown,2,0,spring,1
642,37,blue-collar,single,secondary,no,240,yes,no,unknown,1,0,spring,1
643,42,technician,single,secondary,no,0,yes,no,unknown,1,0,spring,1
644,43,unemployed,married,secondary,no,0,yes,no,unknown,2,0,spring,1
645,38,entrepreneur,married,tertiary,no,898,yes,no,unknown,2,0,spring,1
646,37,technician,married,secondary,no,123,yes,yes,unknown,2,0,spring,1
647,31,student,single,secondary,no,252,yes,no,unknown,3,0,spring,1
648,41,management,married,tertiary,no,65,yes,no,unknown,2,0,spring,1
